theme,abnormality,fiedler_today,fiedler_baseline,fiedler_change,pct_change,num_stocks,stock_list
반도체 재료/부품,LARGE_DECREASE,1.970672874491142,38.33287525927115,-36.362202384780005,-94.8590528073823,68,"3S, HLB, HLB이노베이션, ISC, KEC, KPX케미칼, KX, KX하이텍, OCI, 나노"
여름,LARGE_DECREASE,0.9797252102644518,13.861797917594592,-12.88207270733014,-92.93219237440404,30,"3S, DI동일, LG, LG생활건강, 남해화학, 동우팜투테이블, 롯데웰푸드, 롯데칠성, 롯데하이마트, 마니커"
밸류업(24년 기업가치 제고계획 발표),LARGE_DECREASE,3.8992657375348525,48.28533377526747,-44.38606803773261,-91.92453394713381,100,"AK홀딩스, BNK금융지주, DB, DB증권, DB하이텍, HD한국조선해양, HD현대, HD현대건설기계, HD현대마린솔루션, HD현대미포"
지주사,LARGE_DECREASE,4.892998201279511,86.266260336608,-81.37326213532849,-94.32802791938911,155,"AK홀딩스, APS, BGF, BNK금융지주, CJ, CR홀딩스, CS, CS홀딩스, DB, DL"
항공/저가 항공사(LCC),LARGE_DECREASE,1.6928953205027892,-3.8778491281163843e-16,1.6928953205027897,-4.365552306376323e+17,10,"AK홀딩스, 대한항공, 아시아나항공, 에어부산, 제주항공, 진에어, 티웨이항공, 티웨이홀딩스, 한진, 한진칼"
페인트,LARGE_DECREASE,0.9582453846454345,2.5349372816036624,-1.576691896958228,-62.19845786325627,8,"AK홀딩스, KCC, 강남제비스코, 노루페인트, 노루홀딩스, 벽산, 삼화페인트, 조광페인트"
OLED(유기 발광 다이오드),"LARGE_DECREASE, DISCONNECTION",0.0,39.67878968630866,-39.67878968630866,-100.0,88,"APS, AP시스템, HB솔루션, HB테크놀러지, LG, LG디스플레이, LG전자, LG화학, LX세미콘, PI첨단소재"
맥신(MXene),LARGE_DECREASE,0.3108975353355078,5.829913513373968,-5.51901597803846,-94.66720158674221,11,"APS, 경동인베스트, 나노, 나인테크, 센코, 아모센스, 아이크래프트, 태경산업, 티플랙스, 한국앤컴퍼니"
반도체 장비,LARGE_DECREASE,1.281198873461407,52.05357771735479,-50.772378843893385,-97.53869199842866,97,"AP시스템, GS, GST, HPSP, SFA반도체, 고영, 그린리소스, 기가레인, 기가비스, 네오셈"
플렉서블 디스플레이,"LARGE_DECREASE, DISCONNECTION",0.0,12.037780582767912,-12.037780582767912,-100.0,27,"AP시스템, HB솔루션, LG, LG디스플레이, PI첨단소재, SK, SKC, 경인양행, 덕산네오룩스, 디이엔티"
통신장비,LARGE_DECREASE,0.7522760602939681,23.903314721193016,-23.151038660899047,-96.8528379052509,48,"AP위성, CS, LS, LS마린솔루션, RFHIC, RF머트리얼즈, 기가레인, 기산텔레콤, 다보링크, 다산네트웍스"
우주항공산업(누리호/인공위성 등),LARGE_DECREASE,5.79021592647483,15.95162780695567,-10.161411880480841,-63.70141031030063,30,"AP위성, LIG넥스원, LK삼양, 대한항공, 덕산하이메탈, 루미르, 브이엠, 비츠로테크, 상아프론테크, 서남"
밸류업(25년 기업가치 제고계획 발표),LARGE_DECREASE,2.6911991822094667,47.21690439888692,-44.52570521667745,-94.30034811373,79,"BGF, BGF리테일, DB, DB손해보험, DB하이텍, DI동일, F&F, GS, HMM, HS애드"
코리아 밸류업 지수(Korea Value-up Index),LARGE_DECREASE,2.810122900929462,65.5944806898266,-62.78435778889713,-95.7159156206792,118,"BGF, BGF리테일, DB, DB손해보험, DB하이텍, F&F, HD현대, HD현대인프라코어, HD현대일렉트릭, HMM"
소매유통,LARGE_DECREASE,0.8920898338847908,12.577666247354315,-11.685576413469525,-92.9073500891118,24,"BGF, BGF리테일, CJ, CJ ENM, GS, GS리테일, 광주신세계, 그래디언트, 대구백화점, 디오"
편의점,LARGE_DECREASE,0.9999999999999996,5.000000000000001,-4.000000000000002,-80.00000000000003,7,"BGF, BGF리테일, GS, GS리테일, 롯데지주, 유성티엔에스, 이마트"
자동차부품,LARGE_DECREASE,4.399837297794496,81.02534986386055,-76.62551256606606,-94.56980154336003,158,"BGF, BGF에코머티리얼즈, DH오토리드, DH오토웨어, DN오토모티브, DYP, GH신소재, HDC, HDC현대EP, HL만도"
은행,LARGE_DECREASE,3.965958164196508,6.999999999999999,-3.034041835803491,-43.343454797192734,11,"BNK금융지주, JB금융지주, KB금융, iM금융지주, 기업은행, 신한지주, 우리금융지주, 제주은행, 카카오, 카카오뱅크"
