tickers,market,name,naverTheme,-1,0,1,mmt
3090,KOSPI,대웅,"['탈모 치료', '비만치료제', '제약업체', '치매', '바이오시밀러(복제 바이오의약품)', '지주사', '코로나19(진단/치료제/백신 개발 등)', '미용기기', '코로나19(진단키트)', '보톡스(보툴리눔톡신)']",0.0,0.0,0.999,dn/dnk
69620,KOSPI,대웅제약,"['탈모 치료', '비만치료제', '제약업체', '치매', '바이오시밀러(복제 바이오의약품)', '코로나19(진단/치료제/백신 개발 등)', '미용기기', '코로나19(진단키트)', '보톡스(보툴리눔톡신)']",0.0,0.0,1.0,dn/dnk
7680,KOSDAQ,대원,"['고령화 사회(노인복지)', '희귀금속(희토류 등)', '비만치료제', '리비안(RIVIAN)', '자동차부품', '제약업체', '수소차(연료전지/부품/충전소 등)', '철도', '의료기기', '건강기능식품', '전선', '웹툰', '영상콘텐츠', '전력설비', '엔젤산업', '캐릭터상품', '건설 중소형', '게임']",0.001,0.003,0.996,dn/dnk
430,KOSPI,대원강업,"['자동차부품', '수소차(연료전지/부품/충전소 등)']",0.005,0.776,0.22,dn/dnk
48910,KOSDAQ,대원미디어,"['웹툰', '영상콘텐츠', '엔젤산업', '캐릭터상품', '게임']",0.002,0.316,0.682,dn/dnk
5710,KOSDAQ,대원산업,['자동차부품'],0.0,0.002,0.998,dn/dnk
6340,KOSPI,대원전선,"['철도', '전선', '전력설비']",0.009,0.71,0.281,dn/dnk
3220,KOSPI,대원제약,"['고령화 사회(노인복지)', '비만치료제', '제약업체', '의료기기', '건강기능식품']",0.043,0.955,0.002,dn/dnk
24890,KOSPI,대원화성,"['희귀금속(희토류 등)', '리비안(RIVIAN)']",0.008,0.909,0.083,dn/dnk
2880,KOSPI,대유에이텍,"['리비안(RIVIAN)', '자동차부품']",0.041,0.745,0.214,dn/dnk
3310,KOSDAQ,대주산업,['사료'],0.232,0.743,0.025,dn/dnk
78600,KOSDAQ,대주전자재료,"['2차전지(전고체)', '2차전지', '2차전지(소재/부품)', 'MLCC(적층세라믹콘덴서)', '태양광에너지']",0.012,0.987,0.001,dn/dnk
393970,KOSDAQ,대진첨단소재,"['2차전지', '2차전지(소재/부품)']",,,,
12800,KOSPI,대창,"['그래핀', '조선기자재', '비철금속', 'LNG(액화천연가스)', '풍력에너지', '수소차(연료전지/부품/충전소 등)', 'DMZ 평화공원', '전기차', '철강 중소형', '건설기계', '콜드체인(저온 유통)', '원자력발전소 해체', '재난/안전(지진/화재 등)', '원자력발전']",0.0,0.997,0.003,dn/dnk
15230,KOSPI,대창단조,['건설기계'],0.002,0.081,0.917,dn/dnk
96350,KOSDAQ,대창솔루션,"['조선기자재', 'LNG(액화천연가스)', '풍력에너지', '수소차(연료전지/부품/충전소 등)', '콜드체인(저온 유통)', '원자력발전소 해체', '원자력발전']",0.0,0.033,0.966,dn/dnk
140520,KOSDAQ,대창스틸,"['DMZ 평화공원', '전기차', '철강 중소형', '재난/안전(지진/화재 등)', '원자력발전']",0.224,0.09,0.686,dn/dnk
131220,KOSDAQ,대한과학,"['콜드체인(저온 유통)', '사물인터넷']",0.008,0.705,0.287,dn/dnk
10170,KOSDAQ,대한광통신,"['방위산업/전쟁 및 테러', '5G(5세대 이동통신)']",0.999,0.001,0.0,dn/dnk
54670,KOSDAQ,대한뉴팜,"['제약업체', '백신/진단시약/방역(신종플루, AI 등)', '아프리카 돼지열병(ASF)']",0.004,0.969,0.026,dn/dnk
23910,KOSDAQ,대한약품,"['제약업체', '화이자(PFIZER)']",0.0,0.008,0.992,dn/dnk
6650,KOSPI,대한유화,"['2차전지', '석유화학', '2차전지(소재/부품)']",0.761,0.239,0.0,dn/dnk
1440,KOSPI,대한전선,"['네옴시티', '원자력발전', '전선', '전력설비']",0.043,0.764,0.192,dn/dnk
84010,KOSPI,대한제강,['철강 주요종목'],0.0,0.018,0.982,dn/dnk
1790,KOSPI,대한제당,"['환율하락 수혜', '사료', '음식료업종']",0.005,0.138,0.857,dn/dnk
1130,KOSPI,대한제분,"['환율하락 수혜', '음식료업종']",0.0,0.005,0.995,dn/dnk
3490,KOSPI,대한항공,"['UAM(도심항공모빌리티)', '우주항공산업(누리호/인공위성 등)', '방위산업/전쟁 및 테러', '항공/저가 항공사(LCC)', '드론(Drone)', '환율하락 수혜', '코리아 밸류업 지수(Korea Value-up Index)', '항공기부품', '밸류업(25년 기업가치 제고계획 발표)', '밸류업(24년 기업가치 제고계획 발표)']",0.011,0.605,0.383,dn/dnk
5880,KOSPI,대한해운,"['LNG(액화천연가스)', '환율하락 수혜', '해운']",0.001,0.992,0.007,dn/dnk
3830,KOSPI,대한화섬,['화학섬유'],0.0,0.0,1.0,dn/dnk
16090,KOSPI,대현,['패션/의류'],0.121,0.807,0.072,dn/dnk
69460,KOSPI,대호에이엘,"['비철금속', '자동차부품', '철도']",0.0,0.0,1.0,dn/dnk
21040,KOSDAQ,대호특수강,['철강 중소형'],0.418,0.53,0.052,dn/dnk
67080,KOSDAQ,대화제약,"['비만치료제', '제약업체', '치매']",0.003,0.022,0.975,dn/dnk
298540,KOSDAQ,더네이쳐홀딩스,['패션/의류'],0.0,1.0,0.0,dn/dnk
32860,KOSDAQ,더라미,['화장품'],0.001,0.991,0.009,dn/dnk
475560,KOSPI,더본코리아,['음식료업종'],,,,
192080,KOSPI,더블유게임즈,"['코리아 밸류업 지수(Korea Value-up Index)', '게임', '모바일게임(스마트폰)']",0.0,0.035,0.964,dn/dnk
393890,KOSDAQ,더블유씨피,"['2차전지', '2차전지(소재/부품)', '2차전지(나트륨이온)']",,,,dn/dnk
299170,KOSDAQ,더블유에스아이,"['지능형로봇/인공지능(AI)', '제약업체', '의료기기']",0.002,0.003,0.995,dn/dnk
12510,KOSPI,더존비즈온,"['스마트팩토리(스마트공장)', '클라우드 컴퓨팅', '재택근무/스마트워크']",0.015,0.563,0.422,dn/dnk
462860,KOSDAQ,더즌,['스테이블코인'],,,,
224060,KOSDAQ,더코디,"['면역항암제', '반도체 장비']",0.152,,0.848,dn/dnk
403850,KOSDAQ,더핑크퐁컴퍼니,"['음원/음반', '2025 하반기 신규상장', '영상콘텐츠', '출산장려정책', '엔젤산업', '캐릭터상품']",,,,
213420,KOSDAQ,덕산네오룩스,"['갤럭시 부품주', '스마트폰', '아이폰', '플렉서블 디스플레이', 'OLED(유기 발광 다이오드)']",0.0,0.009,0.991,dn/dnk
317330,KOSDAQ,덕산테코피아,"['2차전지(전고체)', '2차전지', '2차전지(소재/부품)', '반도체 재료/부품', 'OLED(유기 발광 다이오드)']",0.991,0.009,0.0,dn/dnk
77360,KOSDAQ,덕산하이메탈,"['그래핀', '우주항공산업(누리호/인공위성 등)', '방위산업/전쟁 및 테러', '드론(Drone)', '반도체 재료/부품']",0.983,0.016,0.0,dn/dnk
4830,KOSPI,덕성,['초전도체'],0.002,0.26,0.738,dn/dnk
90410,KOSDAQ,덕신이피씨,['모듈러주택'],0.007,0.549,0.444,dn/dnk
263600,KOSDAQ,덕우전자,"['카메라모듈/부품', '아이폰', '자동차부품']",0.0,0.921,0.079,dn/dnk
194480,KOSDAQ,데브시스터즈,"['가상현실(VR)', '캐릭터상품', '모바일게임(스마트폰)']",0.006,0.001,0.993,dn/dnk
263800,KOSDAQ,데이타솔루션,"['지능형로봇/인공지능(AI)', 'SI(시스템통합)', 'AI 챗봇(챗GPT 등)']",0.03,0.916,0.055,dn/dnk
206560,KOSDAQ,덱스터,"['메타버스(Metaverse)', '증강현실(AR)', '영화', '가상현실(VR)', '영상콘텐츠']",0.005,0.606,0.389,dn/dnk
261200,KOSDAQ,덴티스,['치아 치료(임플란트 등)'],0.002,0.961,0.037,dn/dnk
145720,KOSPI,덴티움,"['치아 치료(임플란트 등)', '코리아 밸류업 지수(Korea Value-up Index)', '의료기기']",1.0,0.0,0.0,dn/dnk
484120,KOSDAQ,도우인시스,"['갤럭시 부품주', '플렉서블 디스플레이', '2025 하반기 신규상장', '폴더블폰']",,,,
2150,KOSPI,도화엔지니어링,"['철도', '남북경협', '태양광에너지', '우크라이나 재건', '수자원(양적/질적 개선)', 'GTX(수도권 광역급행철도)', '네옴시티']",0.001,0.012,0.987,dn/dnk
6620,KOSDAQ,동구바이오제약,"['제약업체', '줄기세포', '치매', '화장품']",0.0,,1.0,dn/dnk
100130,KOSDAQ,동국S&C,['풍력에너지'],0.001,0.042,0.957,dn/dnk
5160,KOSDAQ,동국산업,"['풍력에너지', '철강 중소형']",0.77,0.218,0.012,dn/dnk
460850,KOSPI,동국씨엠,['철강 주요종목'],,,,dn/dnk
75970,KOSDAQ,동국알앤에스,"['스마트팩토리(스마트공장)', '2차전지', '희귀금속(희토류 등)', '리비안(RIVIAN)', '2차전지(소재/부품)']",0.003,0.992,0.005,dn/dnk
460860,KOSPI,동국제강,['철강 주요종목'],,,,dn/dnk
86450,KOSDAQ,동국제약,"['제약업체', '마스크']",0.005,0.953,0.042,dn/dnk
1230,KOSPI,동국홀딩스,['지주사'],0.001,0.838,0.161,dn/dnk
4140,KOSPI,동방,"['조선기자재', '의료기기', '농업', '미용기기', '태풍 및 장마', '쿠팡(coupang)', '종합 물류', '온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)']",0.0,0.006,0.994,dn/dnk
240550,KOSDAQ,동방메디컬,"['의료기기', '미용기기']",,,,
99410,KOSDAQ,동방선기,['조선기자재'],0.0,0.0,1.0,dn/dnk
7590,KOSPI,동방아그로,"['농업', '태풍 및 장마']",0.0,0.002,0.998,dn/dnk
5960,KOSPI,동부건설,"['GTX(수도권 광역급행철도)', '건설 중소형']",0.373,0.609,0.018,dn/dnk
26960,KOSPI,동서,"['폐배터리', '코리아 밸류업 지수(Korea Value-up Index)', '건설 중소형', '음식료업종']",0.288,0.665,0.047,dn/dnk
102260,KOSPI,동성케미컬,"['석유화학', '지주사']",0.002,0.028,0.97,dn/dnk
33500,KOSDAQ,동성화인텍,"['조선기자재', 'LNG(액화천연가스)']",0.0,0.008,0.991,dn/dnk
25950,KOSDAQ,동신건설,"['조림사업', '건설 중소형']",0.853,0.146,0.002,dn/dnk
640,KOSPI,동아쏘시오홀딩스,"['제약업체', '지주사', '콜드체인(저온 유통)']",0.037,0.959,0.003,dn/dnk
170900,KOSPI,동아에스티,"['비만치료제', '제약업체', '면역항암제', '치매', '바이오시밀러(복제 바이오의약품)', '슈퍼박테리아']",0.027,0.969,0.004,dn/dnk
88130,KOSDAQ,동아엘텍,['OLED(유기 발광 다이오드)'],0.06,0.939,0.001,dn/dnk
28100,KOSPI,동아지질,"['철도', 'GTX(수도권 광역급행철도)', '재난/안전(지진/화재 등)', '해저터널(지하화/지하도로 등)']",0.0,0.001,0.999,dn/dnk
41930,KOSDAQ,동아화성,"['자동차부품', '수소차(연료전지/부품/충전소 등)', '전기차']",0.004,0.891,0.104,dn/dnk
1520,KOSPI,동양,"['강관업체(Steel pipe)', '남-북-러 가스관사업', '전기차(충전소/충전기)', '철강 중소형', '수자원(양적/질적 개선)', '재난/안전(지진/화재 등)', '마스크', '시멘트/레미콘', '생명보험']",0.611,0.386,0.003,dn/dnk
82640,KOSPI,동양생명,['생명보험'],0.002,0.082,0.916,dn/dnk
60380,KOSDAQ,동양에스텍,"['남-북-러 가스관사업', '철강 중소형']",0.973,0.027,0.0,dn/dnk
79960,KOSDAQ,동양이엔피,['전기차(충전소/충전기)'],0.0,0.0,1.0,dn/dnk
228340,KOSDAQ,동양파일,['재난/안전(지진/화재 등)'],0.02,0.908,0.072,dn/dnk
88910,KOSDAQ,동우팜투테이블,"['스포츠행사 수혜(올림픽, 월드컵 등)', '육계', '여름', '구제역/광우병 수혜', '아프리카 돼지열병(ASF)']",0.0,0.988,0.012,dn/dnk
94170,KOSDAQ,동운아나텍,"['바이오인식(생체인식)', '스마트폰', '카메라모듈/부품', '증강현실(AR)', '의료기기', '시스템반도체', '가상현실(VR)', '폴더블폰']",0.012,0.935,0.054,dn/dnk
13120,KOSDAQ,동원개발,['건설 중소형'],0.002,0.132,0.867,dn/dnk
18500,KOSPI,동원금속,['자동차부품'],0.0,0.994,0.006,dn/dnk
6040,KOSPI,동원산업,"['밸류업(24년 기업가치 제고계획 발표)', '지주사', '수산', '구제역/광우병 수혜']",0.0,0.004,0.996,dn/dnk
30720,KOSPI,동원수산,"['수산', '구제역/광우병 수혜']",0.026,0.555,0.42,dn/dnk
14820,KOSPI,동원시스템즈,"['2차전지', '2차전지(소재/부품)', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)']",0.414,0.581,0.005,dn/dnk
111380,KOSPI,동인기연,['패션/의류'],,,,dn/dnk
163560,KOSPI,동일고무벨트,['우크라이나 재건'],0.007,0.878,0.116,dn/dnk
109860,KOSDAQ,동일금속,['건설기계'],0.009,0.99,0.0,dn/dnk
32960,KOSDAQ,동일기연,['전자파'],0.003,0.935,0.063,dn/dnk
4890,KOSPI,동일산업,['철강 중소형'],0.002,0.996,0.002,dn/dnk
23790,KOSDAQ,동일스틸럭스,"['조선', '철강 중소형']",,,,
2690,KOSPI,동일제강,"['철도', '철강 중소형']",0.014,0.152,0.834,dn/dnk
5290,KOSDAQ,동진쎄미켐,"['코리아 밸류업 지수(Korea Value-up Index)', '반도체 재료/부품', '日 수출 규제(국산화 등)']",0.049,0.934,0.017,dn/dnk
25900,KOSDAQ,동화기업,"['2차전지(전고체)', '2차전지', '2차전지(소재/부품)', '리모델링/인테리어']",0.999,0.001,0.0,dn/dnk
20,KOSPI,동화약품,"['제약업체', '겨울']",0.096,0.881,0.023,dn/dnk
150,KOSPI,두산,"['로봇(산업용/협동로봇 등)', '셰일가스(Shale Gas)', '풍력에너지', '수소차(연료전지/부품/충전소 등)', '코리아 밸류업 지수(Korea Value-up Index)', '항공기부품', '시스템반도체', '밸류업(24년 기업가치 제고계획 발표)', '반도체 재료/부품', '고체산화물 연료전지(SOFC)', '지주사', '건설기계', '원자력발전소 해체', '수자원(양적/질적 개선)', '핵융합에너지', '원자력발전', '사물인터넷', '전력설비']",0.0,0.0,1.0,dn/dnk
454910,KOSPI,두산로보틱스,['로봇(산업용/협동로봇 등)'],,,,dn/dnk
241560,KOSPI,두산밥캣,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(24년 기업가치 제고계획 발표)', '지주사', '건설기계']",0.0,0.051,0.949,dn/dnk
34020,KOSPI,두산에너빌리티,"['셰일가스(Shale Gas)', '풍력에너지', '항공기부품', '원자력발전소 해체', '수자원(양적/질적 개선)', '핵융합에너지', '원자력발전', '전력설비']",0.0,0.0,1.0,dn/dnk
131970,KOSDAQ,두산테스나,"['시스템반도체', '사물인터넷']",0.769,0.226,0.005,dn/dnk
336260,KOSPI,두산퓨얼셀,"['수소차(연료전지/부품/충전소 등)', '고체산화물 연료전지(SOFC)']",0.061,0.894,0.046,dn/dnk
16740,KOSPI,두올,['자동차부품'],0.082,0.357,0.561,dn/dnk
176750,KOSDAQ,듀켐바이오,['치매'],,,,
203650,KOSDAQ,드림시큐리티,"['바이오인식(생체인식)', '4차산업 수혜주', '인터넷은행', '양자암호/양자컴퓨팅', '삼성페이', '보안주(정보)', '카카오뱅크(kakao BANK)', '스테이블코인', '블록체인']",0.001,0.006,0.994,dn/dnk
223250,KOSDAQ,드림씨아이에스,['의료AI'],0.001,0.997,0.002,dn/dnk
60570,KOSDAQ,드림어스컴퍼니,['음원/음반'],0.149,0.775,0.076,dn/dnk
362990,KOSDAQ,드림인사이트,['광고'],,,,
192650,KOSPI,드림텍,"['바이오인식(생체인식)', '갤럭시 부품주', '스마트폰', '자율주행차', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(24년 기업가치 제고계획 발표)', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)']",0.002,0.994,0.004,dn/dnk
16670,KOSDAQ,디모아,['증강현실(AR)'],0.002,0.043,0.955,dn/dnk
187870,KOSDAQ,디바이스,"['온디바이스 AI', '시스템반도체', 'OLED(유기 발광 다이오드)', '반도체 장비']",,,,
489730,KOSDAQ,디비금융제13호스팩,['기업인수목적회사(SPAC)'],,,,
3160,KOSPI,디아이,"['로봇(산업용/협동로봇 등)', '2차전지(장비)', '2차전지', '자동차부품', '수소차(연료전지/부품/충전소 등)', '전기차', '시스템반도체', '2차전지(나트륨이온)', 'HBM(고대역폭메모리)', 'OLED(유기 발광 다이오드)', '반도체 장비', '탈 플라스틱(친환경/생분해성 등)', '쿠팡(coupang)']",0.158,0.795,0.047,dn/dnk
92200,KOSPI,디아이씨,"['로봇(산업용/협동로봇 등)', '자동차부품', '전기차', '2차전지(나트륨이온)', '탈 플라스틱(친환경/생분해성 등)', '쿠팡(coupang)']",0.001,0.011,0.989,dn/dnk
110990,KOSDAQ,디아이티,"['2차전지(장비)', '2차전지', '수소차(연료전지/부품/충전소 등)', 'HBM(고대역폭메모리)', 'OLED(유기 발광 다이오드)', '반도체 장비']",0.999,0.001,0.001,dn/dnk
263690,KOSDAQ,디알젬,['의료기기'],0.986,0.014,0.0,dn/dnk
214680,KOSDAQ,디알텍,['의료기기'],0.988,0.012,0.001,dn/dnk
347850,KOSDAQ,디앤디파마텍,['비만치료제'],,,,
377190,KOSPI,디앤디플랫폼리츠,['리츠(REITs)'],0.234,,0.766,dn/dnk
263720,KOSDAQ,디앤씨미디어,"['웹툰', '모바일콘텐츠(스마트폰/태블릿PC)']",0.198,0.794,0.008,dn/dnk
376300,KOSDAQ,디어유,"['메타버스(Metaverse)', '엔터테인먼트']",0.265,,0.735,dn/dnk
109740,KOSDAQ,디에스케이,"['2차전지(장비)', '2차전지', '보톡스(보툴리눔톡신)']",0.0,0.001,0.999,dn/dnk
66900,KOSDAQ,디에이피,"['PCB(FPCB 등)', '휴대폰부품']",0.003,0.764,0.234,dn/dnk
92070,KOSDAQ,디엔에프,"['3D 낸드(NAND)', '반도체 재료/부품']",0.994,0.006,0.0,dn/dnk
39840,KOSDAQ,디오,"['치아 치료(임플란트 등)', '메타버스(Metaverse)', '엔터테인먼트', '증강현실(AR)', '소매유통', '의료기기', '영화', '가상현실(VR)', '초전도체', '웹툰', '영상콘텐츠', '모바일콘텐츠(스마트폰/태블릿PC)', '모바일게임(스마트폰)']",0.0,0.027,0.972,dn/dnk
13570,KOSPI,디와이,"['그래핀', '전기차 화재 방지(배터리 열폭주 등)', '자율주행차', '리비안(RIVIAN)', '자동차부품', '수소차(연료전지/부품/충전소 등)', '전기차', '전력저장장치(ESS)', '지주사', '건설기계', '우크라이나 재건', '화장품']",0.708,0.287,0.005,dn/dnk
24900,KOSPI,디와이덕양,"['그래핀', '전기차 화재 방지(배터리 열폭주 등)', '자동차부품', '전기차', '전력저장장치(ESS)']",,,,
219550,KOSDAQ,디와이디,['화장품'],0.814,0.124,0.063,dn/dnk
310870,KOSDAQ,디와이씨,['자동차부품'],0.003,0.063,0.934,dn/dnk
210540,KOSPI,디와이파워,"['건설기계', '우크라이나 재건']",0.005,0.93,0.065,dn/dnk
79810,KOSDAQ,디이엔티,"['2차전지(장비)', '2차전지', '플렉서블 디스플레이', '日 수출 규제(국산화 등)']",0.951,0.047,0.002,dn/dnk
113810,KOSDAQ,디젠스,['자동차부품'],0.0,0.88,0.119,dn/dnk
197140,KOSDAQ,디지캡,"['딥페이크(deepfake)', '보안주(정보)']",0.589,0.409,0.002,dn/dnk
68930,KOSDAQ,디지털대성,"['밸류업(25년 기업가치 제고계획 발표)', '교육/온라인 교육']",0.0,0.004,0.996,dn/dnk
33130,KOSDAQ,디지틀조선,['미디어(방송/신문)'],0.705,0.294,0.002,dn/dnk
105740,KOSDAQ,디케이락,"['남-북-러 가스관사업', '수소차(연료전지/부품/충전소 등)', '피팅(관이음쇠)/밸브', '원자력발전']",0.001,0.999,0.0,dn/dnk
263020,KOSDAQ,디케이앤디,"['밸류업(24년 기업가치 제고계획 발표)', '마스크']",0.089,0.897,0.013,dn/dnk
290550,KOSDAQ,디케이티,"['스마트폰', '전력저장장치(ESS)', '폴더블폰']",0.032,0.108,0.859,dn/dnk
66670,KOSDAQ,디티씨,"['휴대폰부품', '스마트폰', '전기차(충전소/충전기)']",0.978,0.021,0.001,dn/dnk
187220,KOSDAQ,디티앤씨,"['드론(Drone)', '원자력발전']",0.987,0.013,0.0,dn/dnk
131180,KOSDAQ,딜리,['DMZ 평화공원'],0.004,0.015,0.982,dn/dnk
315640,KOSDAQ,딥노이드,"['의료AI', '의료기기']",0.0,,1.0,dn/dnk
317120,KOSDAQ,라닉스,"['자율주행차', '양자암호/양자컴퓨팅', '시스템반도체', '보안주(정보)']",0.001,0.998,0.001,dn/dnk
462510,KOSDAQ,라메디텍,"['의료기기', '미용기기']",,,,
42510,KOSDAQ,라온시큐어,"['바이오인식(생체인식)', '인터넷은행', '양자암호/양자컴퓨팅', '삼성페이', '딥페이크(deepfake)', '핀테크(FinTech)', '보안주(정보)', '스테이블코인', '블록체인']",0.002,0.02,0.978,dn/dnk
232680,KOSDAQ,라온테크,"['로봇(산업용/협동로봇 등)', '스마트팩토리(스마트공장)', '반도체 장비']",0.007,0.952,0.041,dn/dnk
418420,KOSDAQ,라온텍,"['증강현실(AR)', '가상현실(VR)', '마이크로 LED']",,,,dn/dnk
300120,KOSDAQ,라온피플,"['지능형로봇/인공지능(AI)', '카메라모듈/부품', '골프']",0.54,0.401,0.059,dn/dnk
171120,KOSDAQ,라이온켐텍,['리모델링/인테리어'],0.427,0.57,0.003,dn/dnk
388790,KOSDAQ,라이콤,"['자율주행차', '5G(5세대 이동통신)', '통신장비']",,0.0,1.0,dn/dnk
214260,KOSDAQ,라파스,"['비만치료제', '치매', '화장품']",0.0,0.992,0.008,dn/dnk
171010,KOSDAQ,램테크놀러지,"['유리 기판', '반도체 재료/부품', 'OLED(유기 발광 다이오드)', '日 수출 규제(국산화 등)']",0.021,0.789,0.19,dn/dnk
84650,KOSDAQ,랩지노믹스,"['의료AI', '유전자 치료제/분석', '의료기기', '코로나19(진단/치료제/백신 개발 등)', '백신/진단시약/방역(신종플루, AI 등)', '마이크로바이옴', '코로나19(진단키트)', '엠폭스(원숭이두창)']",0.002,0.998,0.0,dn/dnk
217500,KOSDAQ,러셀,"['로봇(산업용/협동로봇 등)', '지능형로봇/인공지능(AI)', '반도체 장비']",0.009,0.984,0.007,dn/dnk
38390,KOSDAQ,레드캡투어,"['여행', '렌터카']",0.0,0.001,0.999,dn/dnk
294140,KOSDAQ,레몬,"['2차전지(전고체)', '휴대폰부품', '갤럭시 부품주', '스마트폰', '2차전지', '마스크', '전자파']",0.001,,0.999,dn/dnk
443250,KOSDAQ,레뷰코퍼레이션,['광고'],,,,dn/dnk
228670,KOSDAQ,레이,"['종합상사', '자원개발', '2차전지(장비)', '2차전지(전고체)', '스마트폰', '치아 치료(임플란트 등)', '전기차 화재 방지(배터리 열폭주 등)', '방위산업/전쟁 및 테러', '드론(Drone)', '2차전지', '자율주행차', '아이폰', '증강현실(AR)', '자동차부품', '플렉서블 디스플레이', '전기차', 'IT 대표주', '의료기기', '치매', '통신장비', '유리 기판', '패션/의류', '가상현실(VR)', '밸류업(24년 기업가치 제고계획 발표)', '태양광에너지', '폴더블폰', '반도체 재료/부품', '우크라이나 재건', 'HBM(고대역폭메모리)', 'OLED(유기 발광 다이오드)', '호텔/리조트', '화장품', '미용기기', '반도체 장비', 'LED', '광고', 'LED장비', '국내 상장 중국기업', '가상화폐(비트코인 등)', '게임', '모바일게임(스마트폰)']",0.994,0.005,0.001,dn/dnk
228850,KOSDAQ,레이언스,['의료기기'],0.005,0.808,0.187,dn/dnk
412350,KOSDAQ,레이저쎌,"['HBM(고대역폭메모리)', '반도체 장비', 'LED장비']",,,,dn/dnk
199550,KOSDAQ,레이저옵텍,"['의료기기', '미용기기']",,,,
281740,KOSDAQ,레이크머티리얼즈,"['2차전지(전고체)', '태양광에너지', '반도체 재료/부품', 'LED']",0.002,0.88,0.117,dn/dnk
277810,KOSDAQ,레인보우로보틱스,['로봇(산업용/협동로봇 등)'],,0.091,0.909,dn/dnk
215100,KOSDAQ,로보로보,"['4차산업 수혜주', '지능형로봇/인공지능(AI)', '교육/온라인 교육']",0.01,0.546,0.444,dn/dnk
90360,KOSDAQ,로보스타,"['로봇(산업용/협동로봇 등)', '3D 프린터', '4차산업 수혜주', '지능형로봇/인공지능(AI)', 'OLED(유기 발광 다이오드)', '반도체 장비']",0.226,0.45,0.325,dn/dnk
108490,KOSDAQ,로보티즈,"['로봇(산업용/협동로봇 등)', '지능형로봇/인공지능(AI)']",0.0,0.0,1.0,dn/dnk
900260,KOSDAQ,로스웰,"['전기차', '국내 상장 중국기업']",0.691,0.132,0.177,dn/dnk
33290,KOSDAQ,로젠,"['탈모 치료', '고령화 사회(노인복지)', '유전자 치료제/분석', '제약업체', '수소차(연료전지/부품/충전소 등)', '줄기세포', '치매', '원격진료/비대면진료(U-Healthcare)', '바이오시밀러(복제 바이오의약품)', '코로나19(진단/치료제/백신 개발 등)', '원자력발전', '백신/진단시약/방역(신종플루, AI 등)', '마이크로바이옴', '메르스 코로나 바이러스', '종합 물류']",,,,
67730,KOSDAQ,로지시스,['화폐/금융자동화기기(디지털화폐 등)'],0.0,0.003,0.996,dn/dnk
71280,KOSDAQ,로체시스템즈,['반도체 장비'],0.0,0.993,0.006,dn/dnk
376900,KOSDAQ,로킷헬스케어,"['3D 프린터', '의료AI', '의료기기']",,,,
214610,KOSDAQ,롤링스톤,"['의료기기', '코로나19(진단/치료제/백신 개발 등)', '백신/진단시약/방역(신종플루, AI 등)', '코로나19(진단키트)', '엠폭스(원숭이두창)']",,,,
32350,KOSPI,롯데관광개발,"['여행', '호텔/리조트', '카지노']",0.0,0.003,0.997,dn/dnk
89860,KOSPI,롯데렌탈,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(24년 기업가치 제고계획 발표)', '렌터카']",0.539,,0.461,dn/dnk
330590,KOSPI,롯데리츠,"['밸류업(24년 기업가치 제고계획 발표)', '리츠(REITs)']",0.0,0.0,1.0,dn/dnk
400,KOSPI,롯데손해보험,['손해보험'],0.026,0.872,0.102,dn/dnk
23530,KOSPI,롯데쇼핑,"['백화점', '소매유통', '홈쇼핑', '영화', '밸류업(24년 기업가치 제고계획 발표)']",0.0,0.001,0.999,dn/dnk
20150,KOSPI,롯데에너지머티리얼즈,"['2차전지(전고체)', 'PCB(FPCB 등)', '2차전지', '2차전지(소재/부품)']",0.967,0.033,0.0,dn/dnk
280360,KOSPI,롯데웰푸드,"['밸류업(24년 기업가치 제고계획 발표)', '여름', '음식료업종']",0.03,0.968,0.001,dn/dnk
286940,KOSPI,롯데이노베이트,"['4차산업 수혜주', '지능형로봇/인공지능(AI)', 'SI(시스템통합)', '메타버스(Metaverse)', '전기차 화재 방지(배터리 열폭주 등)', '전기차(충전소/충전기)', '밸류업(24년 기업가치 제고계획 발표)', '블록체인']",0.996,0.003,0.001,dn/dnk
4000,KOSPI,롯데정밀화학,"['남북경협', '농업', '요소수', '태풍 및 장마', '비료']",0.999,0.001,0.0,dn/dnk
4990,KOSPI,롯데지주,"['밸류업(24년 기업가치 제고계획 발표)', '지주사', '편의점']",0.005,0.09,0.905,dn/dnk
5300,KOSPI,롯데칠성,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(24년 기업가치 제고계획 발표)', '여름', '주류업(주정, 에탄올 등)', '음식료업종']",0.176,0.668,0.157,dn/dnk
11170,KOSPI,롯데케미칼,['석유화학'],0.818,0.18,0.002,dn/dnk
71840,KOSPI,롯데하이마트,"['황사/미세먼지', '소매유통', '밸류업(24년 기업가치 제고계획 발표)', '여름']",0.005,0.542,0.453,dn/dnk
328130,KOSDAQ,루닛,"['의료AI', '의료기기']",,,,dn/dnk
