theme,strategy,signal_date,total_return,holding_weeks,n_stocks,signal_still_valid_pct,signal_type,signal_strength,tier
남-북-러 가스관사업,alternative,2025-04-20,3.1441590694020403,11.61111111111111,18,0.0,cohesion,1.5279038942661245,
증권,alternative,2025-04-20,22.473421624995975,10.115384615384615,26,0.0,leadership,1.175,
삼성페이,alternative,2025-04-20,13.938947091432528,10.75,28,0.0,cohesion,1.2680074176803406,
철강 주요종목,alternative,2025-04-20,7.586682824227486,11.727272727272727,11,0.0,tier,1.392062416144814,1.0
철강 주요종목,alternative,2025-04-20,7.586682824227486,11.727272727272727,11,0.0,cohesion,2.9522274457739024,
비료,alternative,2025-04-20,9.381635719895309,11.75,12,0.0,leadership,3.0,
비료,alternative,2025-04-20,9.381635719895309,11.75,12,0.0,leadership,1.6675,
비료,alternative,2025-04-20,9.381635719895309,11.75,12,0.0,leadership,1.1116666666666668,
농업,alternative,2025-04-20,6.976581266140066,11.62962962962963,27,0.0,tier,1.5330815380934393,2.0
갤럭시 부품주,alternative,2025-04-20,3.937340456405912,11.951219512195122,41,0.0,leadership,1.6649999999999998,
폴더블폰,alternative,2025-04-20,4.607474326471705,11.516129032258064,31,0.0,leadership,2.02,
폴더블폰,alternative,2025-04-20,4.607474326471705,11.516129032258064,31,0.0,leadership,1.01,
석유화학,alternative,2025-04-20,11.36451251659556,10.409090909090908,22,0.0,tier,3.0,1.0
석유화학,alternative,2025-04-20,11.36451251659556,10.409090909090908,22,0.0,cohesion,3.0,
석유화학,alternative,2025-04-20,11.36451251659556,10.409090909090908,22,0.0,leadership,3.0,
석유화학,alternative,2025-04-20,11.36451251659556,10.409090909090908,22,0.0,leadership,1.6675,
석유화학,alternative,2025-04-20,11.36451251659556,10.409090909090908,22,0.0,leadership,1.1116666666666668,
블록체인,alternative,2025-04-20,11.855176177591904,11.076923076923077,26,0.0,leadership,1.6649999999999998,
2차전지,alternative,2025-04-20,6.000768703323056,11.462025316455696,158,100.0,tier,1.612655032876742,2.0
2차전지,alternative,2025-04-20,6.000768703323056,11.462025316455696,158,100.0,leadership,3.0,
2차전지,alternative,2025-04-20,6.000768703323056,11.462025316455696,158,100.0,leadership,1.605,
2차전지,alternative,2025-04-20,6.000768703323056,11.462025316455696,158,100.0,leadership,1.07,
2차전지,alternative,2025-04-20,2.4769379352080323,11.645569620253164,158,0.0,leadership,3.0,
2차전지,alternative,2025-04-20,2.4769379352080323,11.645569620253164,158,0.0,leadership,1.605,
2차전지,alternative,2025-04-20,2.4769379352080323,11.645569620253164,158,0.0,leadership,1.07,
2차전지,alternative,2025-04-20,2.4769379352080323,11.645569620253164,158,0.0,cohesion,2.143902675497799,
2차전지,alternative,2025-04-20,2.4769379352080323,11.645569620253164,158,0.0,leadership,3.0,
2차전지,alternative,2025-04-20,2.4769379352080323,11.645569620253164,158,0.0,leadership,1.605,
2차전지,alternative,2025-04-20,2.4769379352080323,11.645569620253164,158,0.0,leadership,1.07,
IT 대표주,alternative,2025-04-20,8.804155313079649,11.4,10,0.0,tier,2.0,2.0
IT 대표주,alternative,2025-04-20,8.804155313079649,11.4,10,0.0,cohesion,2.8485478028632696,
아이폰,alternative,2025-04-20,6.978220149833591,11.346153846153847,26,0.0,tier,1.2701477390654525,2.0
마이크로 LED,alternative,2025-04-20,6.666821572581615,11.833333333333334,12,0.0,tier,2.0,2.0
마이크로 LED,alternative,2025-04-20,6.666821572581615,11.833333333333334,12,0.0,cohesion,3.0,
무선충전기술,alternative,2025-04-20,6.196173381318914,11.846153846153847,13,0.0,tier,2.0,2.0
무선충전기술,alternative,2025-04-20,6.196173381318914,11.846153846153847,13,0.0,cohesion,2.0012205243583705,
전기차,alternative,2025-04-20,4.124867179924106,11.8,115,0.0,leadership,2.0100000000000002,
전기차,alternative,2025-04-20,4.124867179924106,11.8,115,0.0,leadership,1.0050000000000001,
제습기,alternative,2025-04-20,7.751665173282818,12.0,9,0.0,tier,1.492427271904642,1.0
제습기,alternative,2025-04-20,7.751665173282818,12.0,9,0.0,cohesion,3.0,
OLED(유기 발광 다이오드),alternative,2025-04-20,2.5463977655768946,11.772727272727273,88,0.0,leadership,1.5699999999999998,
공기청정기,alternative,2025-04-20,5.229787339543822,12.0,13,0.0,tier,1.0385651806989387,2.0
공기청정기,alternative,2025-04-20,5.229787339543822,12.0,13,0.0,cohesion,1.625202558755639,
전기차,alternative,2025-04-20,4.124867179924106,11.8,115,0.0,leadership,2.0100000000000002,
전기차,alternative,2025-04-20,4.124867179924106,11.8,115,0.0,leadership,1.0050000000000001,
네옴시티,alternative,2025-04-20,7.236310107097679,11.517241379310345,29,0.0,cohesion,1.3976449608868438,
네옴시티,alternative,2025-04-20,7.236310107097679,11.517241379310345,29,0.0,leadership,3.0,
네옴시티,alternative,2025-04-20,7.236310107097679,11.517241379310345,29,0.0,leadership,2.2375,
네옴시티,alternative,2025-04-20,7.236310107097679,11.517241379310345,29,0.0,leadership,1.4916666666666667,
여행,alternative,2025-04-20,8.259585223159842,11.666666666666666,9,0.0,cohesion,1.9725373512176354,
제대혈,alternative,2025-04-20,1.929735142477578,12.0,6,0.0,leadership,2.5,
제대혈,alternative,2025-04-20,1.929735142477578,12.0,6,0.0,leadership,1.25,
태풍 및 장마,alternative,2025-04-20,8.283377321453864,11.272727272727273,11,0.0,leadership,1.6649999999999998,
남북경협,alternative,2025-04-20,9.621289820394622,11.142857142857142,28,0.0,leadership,3.0,
남북경협,alternative,2025-04-20,9.621289820394622,11.142857142857142,28,0.0,leadership,1.8175000000000001,
남북경협,alternative,2025-04-20,9.621289820394622,11.142857142857142,28,0.0,leadership,1.2116666666666667,
그래핀,alternative,2025-04-20,-0.423543475079136,12.0,13,0.0,leadership,3.0,
그래핀,alternative,2025-04-20,-0.423543475079136,12.0,13,0.0,leadership,1.6675,
그래핀,alternative,2025-04-20,-0.423543475079136,12.0,13,0.0,leadership,1.1116666666666668,
핵융합에너지,alternative,2025-04-20,3.241664741568125,10.555555555555555,9,0.0,tier,1.2406296278160518,1.0
핵융합에너지,alternative,2025-04-20,3.241664741568125,10.555555555555555,9,0.0,cohesion,2.329675762515836,
육계,alternative,2025-04-20,4.172786007151491,12.0,9,0.0,cohesion,1.1185102983124386,
LED,alternative,2025-04-20,3.1460217407660105,11.8,45,0.0,cohesion,1.8439325474116515,
뉴로모픽 반도체,alternative,2025-04-20,6.697504148687962,11.428571428571429,7,0.0,cohesion,2.231379979344839,
의료AI,alternative,2025-04-20,0.0468609141831584,11.89655172413793,29,0.0,tier,1.250708323422506,2.0
의료AI,alternative,2025-04-20,0.0468609141831584,11.89655172413793,29,0.0,cohesion,1.012776447331512,
원자력발전,alternative,2025-04-20,11.290851073186799,10.666666666666666,57,0.0,tier,2.0,2.0
원자력발전,alternative,2025-04-20,11.290851073186799,10.666666666666666,57,0.0,cohesion,3.0,
자전거,alternative,2025-04-20,5.919986446854606,10.5,4,0.0,leadership,2.5,
자전거,alternative,2025-04-20,5.919986446854606,10.5,4,0.0,leadership,1.25,
자전거,alternative,2025-04-20,5.919986446854606,10.5,4,0.0,leadership,2.5,
자전거,alternative,2025-04-20,5.919986446854606,10.5,4,0.0,leadership,1.25,
페인트,alternative,2025-04-27,12.38384401631784,10.375,8,0.0,cohesion,1.1794129438719299,
반도체 장비,alternative,2025-04-27,3.977555575658422,11.350515463917526,97,100.0,leadership,2.75,
반도체 장비,alternative,2025-04-27,3.977555575658422,11.350515463917526,97,100.0,leadership,1.375,
플렉서블 디스플레이,alternative,2025-04-27,7.196107601443288,11.592592592592593,27,0.0,cohesion,3.0,
통신장비,alternative,2025-04-27,4.182157599306631,11.479166666666666,48,0.0,cohesion,1.6562653160579413,
은행,alternative,2025-04-27,18.677022268244702,11.363636363636363,11,0.0,cohesion,1.151764658499395,
은행,alternative,2025-04-27,18.677022268244702,11.363636363636363,11,0.0,leadership,3.0,
은행,alternative,2025-04-27,18.677022268244702,11.363636363636363,11,0.0,leadership,1.6675,
은행,alternative,2025-04-27,18.677022268244702,11.363636363636363,11,0.0,leadership,1.1116666666666668,
제약업체,alternative,2025-04-27,6.32237405546781,11.578947368421053,95,0.0,leadership,1.0050000000000001,
화장품,alternative,2025-04-27,7.937898077406138,10.99,100,0.0,cohesion,2.066607673512907,
증권,alternative,2025-04-27,27.6015204080284,9.884615384615385,26,100.0,leadership,1.175,
시스템반도체,alternative,2025-04-27,6.168256108527481,11.333333333333334,60,0.0,tier,1.3111969181065486,1.0
시스템반도체,alternative,2025-04-27,6.168256108527481,11.333333333333334,60,0.0,cohesion,3.0,
풍력에너지,alternative,2025-04-27,12.349537225111089,10.285714285714286,42,0.0,leadership,3.0,
풍력에너지,alternative,2025-04-27,12.349537225111089,10.285714285714286,42,0.0,leadership,2.0524999999999998,
풍력에너지,alternative,2025-04-27,12.349537225111089,10.285714285714286,42,0.0,leadership,1.3683333333333332,
태양광에너지,alternative,2025-04-27,9.311234007587606,10.732142857142858,56,0.0,leadership,3.0,
태양광에너지,alternative,2025-04-27,9.311234007587606,10.732142857142858,56,0.0,leadership,1.6875,
태양광에너지,alternative,2025-04-27,9.311234007587606,10.732142857142858,56,0.0,leadership,1.125,
4차산업 수혜주,alternative,2025-04-27,7.100803594137344,11.369565217391305,46,0.0,leadership,2.0,
4차산업 수혜주,alternative,2025-04-27,7.100803594137344,11.369565217391305,46,0.0,leadership,1.0,
자율주행차,alternative,2025-04-27,4.547734397512838,11.639344262295081,61,0.0,leadership,2.31,
자율주행차,alternative,2025-04-27,4.547734397512838,11.639344262295081,61,0.0,leadership,1.155,
2차전지,alternative,2025-04-27,4.694993908168109,11.474683544303797,158,100.0,leadership,3.0,
2차전지,alternative,2025-04-27,4.694993908168109,11.474683544303797,158,100.0,leadership,1.605,
2차전지,alternative,2025-04-27,4.694993908168109,11.474683544303797,158,100.0,leadership,1.07,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,3.0,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,1.605,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,1.07,
비철금속,alternative,2025-04-27,2.297954360341577,11.653846153846153,26,0.0,tier,2.0,2.0
비철금속,alternative,2025-04-27,2.297954360341577,11.653846153846153,26,0.0,cohesion,2.3302779410165813,
건설 대표주,alternative,2025-04-27,12.258697131992257,10.555555555555555,9,0.0,cohesion,1.4420180649382692,
건설 대표주,alternative,2025-04-27,12.258697131992257,10.555555555555555,9,0.0,leadership,1.6649999999999998,
철강 중소형,alternative,2025-04-27,3.29829798123152,11.268292682926829,41,0.0,cohesion,1.175465868331924,
폐배터리,alternative,2025-04-27,7.192447530045882,11.28,25,0.0,tier,1.8168575236858553,1.0
폐배터리,alternative,2025-04-27,7.192447530045882,11.28,25,0.0,cohesion,2.9150929174058295,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,3.0,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,1.605,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,1.07,
광고,alternative,2025-04-27,5.091195225914091,11.76923076923077,26,0.0,leadership,1.6649999999999998,
카지노,alternative,2025-04-27,12.566913546403597,11.166666666666666,6,0.0,leadership,1.6649999999999998,
정유,alternative,2025-04-27,13.37875155609539,11.25,4,0.0,cohesion,1.3658999334537356,
윤활유,alternative,2025-04-27,9.914742547374544,11.625,8,0.0,leadership,3.0,
윤활유,alternative,2025-04-27,9.914742547374544,11.625,8,0.0,leadership,1.6675,
윤활유,alternative,2025-04-27,9.914742547374544,11.625,8,0.0,leadership,1.1116666666666668,
자원개발,alternative,2025-04-27,9.925679505748969,11.375,16,0.0,leadership,2.2199999999999998,
자원개발,alternative,2025-04-27,9.925679505748969,11.375,16,0.0,leadership,1.1099999999999999,
종합상사,alternative,2025-04-27,11.102655480942596,11.307692307692308,13,0.0,cohesion,2.744467222510241,
은행,alternative,2025-04-27,18.677022268244702,11.363636363636363,11,0.0,leadership,3.0,
은행,alternative,2025-04-27,18.677022268244702,11.363636363636363,11,0.0,leadership,1.6675,
은행,alternative,2025-04-27,18.677022268244702,11.363636363636363,11,0.0,leadership,1.1116666666666668,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,tier,3.0,1.0
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,cohesion,3.0,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,3.0,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,1.605,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,1.07,
유리 기판,alternative,2025-04-27,3.2348068608417915,11.857142857142858,21,0.0,tier,2.4627948546475156,1.0
유리 기판,alternative,2025-04-27,3.2348068608417915,11.857142857142858,21,0.0,cohesion,3.0,
유리 기판,alternative,2025-04-27,3.2348068608417915,11.857142857142858,21,0.0,leadership,2.855,
유리 기판,alternative,2025-04-27,3.2348068608417915,11.857142857142858,21,0.0,leadership,1.4275,
GTX(수도권 광역급행철도),alternative,2025-04-27,6.202065186492659,11.206896551724139,29,0.0,leadership,3.0,
GTX(수도권 광역급행철도),alternative,2025-04-27,6.202065186492659,11.206896551724139,29,0.0,leadership,1.5525,
GTX(수도권 광역급행철도),alternative,2025-04-27,6.202065186492659,11.206896551724139,29,0.0,leadership,1.035,
사물인터넷,alternative,2025-04-27,7.767327546814966,11.5,34,0.0,leadership,2.1350000000000002,
사물인터넷,alternative,2025-04-27,7.767327546814966,11.5,34,0.0,leadership,1.0675000000000001,
조선,alternative,2025-04-27,8.245366603716944,10.555555555555555,9,0.0,tier,2.0,2.0
조선,alternative,2025-04-27,8.245366603716944,10.555555555555555,9,0.0,cohesion,2.2097457511057814,
전력설비,alternative,2025-04-27,11.221442035154872,10.714285714285714,35,0.0,leadership,3.0,
전력설비,alternative,2025-04-27,11.221442035154872,10.714285714285714,35,0.0,leadership,1.5,
전력설비,alternative,2025-04-27,11.221442035154872,10.714285714285714,35,0.0,leadership,1.0,
전기차,alternative,2025-04-27,3.7096223026511885,11.765217391304347,115,0.0,leadership,2.0100000000000002,
전기차,alternative,2025-04-27,3.7096223026511885,11.765217391304347,115,0.0,leadership,1.0050000000000001,
자동차 대표주,alternative,2025-04-27,1.8868007788940169,12.0,9,0.0,cohesion,2.0089382483831923,
해운,alternative,2025-04-27,7.319595070112617,12.0,6,0.0,cohesion,2.0777092932198875,
온디바이스 AI,alternative,2025-04-27,11.0333212085219,11.148148148148149,27,100.0,cohesion,3.0,
타이어,alternative,2025-04-27,12.049868731451522,10.692307692307692,13,0.0,cohesion,1.6122376646286076,
도시가스,alternative,2025-04-27,9.961377337106661,11.333333333333334,9,0.0,cohesion,1.3129731244360505,
겨울,alternative,2025-04-27,7.665275289447002,11.409090909090908,22,0.0,cohesion,1.8713342610114128,
남-북-러 가스관사업,alternative,2025-04-27,3.1933994666671195,11.61111111111111,18,0.0,cohesion,1.5197930336068388,
증권,alternative,2025-04-27,20.796499086494258,9.807692307692308,26,0.0,tier,1.0144907386581856,2.0
증권,alternative,2025-04-27,20.796499086494258,9.807692307692308,26,0.0,leadership,1.175,
삼성페이,alternative,2025-04-27,11.153863321590341,10.75,28,0.0,cohesion,1.088650931691672,
철강 주요종목,alternative,2025-04-27,6.753894737437597,11.636363636363637,11,0.0,cohesion,3.0,
비료,alternative,2025-04-27,9.908334325434149,11.25,12,0.0,leadership,3.0,
비료,alternative,2025-04-27,9.908334325434149,11.25,12,0.0,leadership,1.6675,
비료,alternative,2025-04-27,9.908334325434149,11.25,12,0.0,leadership,1.1116666666666668,
휴대폰부품,alternative,2025-04-27,4.266145927577748,11.862745098039216,51,0.0,tier,3.0,1.0
휴대폰부품,alternative,2025-04-27,4.266145927577748,11.862745098039216,51,0.0,cohesion,3.0,
갤럭시 부품주,alternative,2025-04-27,5.315739494263231,12.0,41,0.0,leadership,1.6649999999999998,
폴더블폰,alternative,2025-04-27,7.048446661597442,11.451612903225806,31,0.0,leadership,2.02,
폴더블폰,alternative,2025-04-27,7.048446661597442,11.451612903225806,31,0.0,leadership,1.01,
석유화학,alternative,2025-04-27,10.075028380808659,10.727272727272727,22,0.0,cohesion,3.0,
석유화학,alternative,2025-04-27,10.075028380808659,10.727272727272727,22,0.0,leadership,3.0,
석유화학,alternative,2025-04-27,10.075028380808659,10.727272727272727,22,0.0,leadership,1.6675,
석유화학,alternative,2025-04-27,10.075028380808659,10.727272727272727,22,0.0,leadership,1.1116666666666668,
블록체인,alternative,2025-04-27,9.179866310147275,11.346153846153847,26,0.0,leadership,1.6649999999999998,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,3.0,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,1.605,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,1.07,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,tier,1.1845372078418568,2.0
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,cohesion,1.3376192247462975,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,3.0,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,1.605,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,1.07,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,tier,1.7626844789856928,1.0
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,cohesion,3.0,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,3.0,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,1.605,
2차전지,alternative,2025-04-27,2.699451634375479,11.784810126582279,158,0.0,leadership,1.07,
IT 대표주,alternative,2025-04-27,10.315640952164134,11.4,10,0.0,cohesion,3.0,
아이폰,alternative,2025-04-27,7.8595595171563835,11.76923076923077,26,0.0,cohesion,1.6501422020107384,
마이크로 LED,alternative,2025-04-27,6.286690059128592,11.75,12,0.0,cohesion,3.0,
무선충전기술,alternative,2025-04-27,6.771270303513616,12.0,13,0.0,tier,1.181392529295947,1.0
무선충전기술,alternative,2025-04-27,6.771270303513616,12.0,13,0.0,cohesion,3.0,
전기차,alternative,2025-04-27,3.7096223026511885,11.765217391304347,115,0.0,leadership,2.0100000000000002,
전기차,alternative,2025-04-27,3.7096223026511885,11.765217391304347,115,0.0,leadership,1.0050000000000001,
제습기,alternative,2025-04-27,6.692646736760953,12.0,9,0.0,cohesion,2.6815250746153985,
OLED(유기 발광 다이오드),alternative,2025-04-27,3.9806442062917524,11.863636363636363,88,0.0,leadership,1.5699999999999998,
공기청정기,alternative,2025-04-27,4.305472211283886,12.0,13,0.0,cohesion,1.2726161367810158,
전기차,alternative,2025-04-27,3.7096223026511885,11.765217391304347,115,0.0,leadership,2.0100000000000002,
전기차,alternative,2025-04-27,3.7096223026511885,11.765217391304347,115,0.0,leadership,1.0050000000000001,
네옴시티,alternative,2025-04-27,6.449090621074882,11.344827586206897,29,0.0,leadership,3.0,
네옴시티,alternative,2025-04-27,6.449090621074882,11.344827586206897,29,0.0,leadership,2.2375,
네옴시티,alternative,2025-04-27,6.449090621074882,11.344827586206897,29,0.0,leadership,1.4916666666666667,
여행,alternative,2025-04-27,7.043316424065207,11.555555555555555,9,0.0,cohesion,2.4382325399389635,
제대혈,alternative,2025-04-27,2.1070627641472033,12.0,6,0.0,leadership,2.5,
제대혈,alternative,2025-04-27,2.1070627641472033,12.0,6,0.0,leadership,1.25,
지역화폐,alternative,2025-04-27,17.49436674502052,6.0,5,0.0,cohesion,1.382175070317493,
태풍 및 장마,alternative,2025-04-27,9.51014143528868,11.181818181818182,11,0.0,leadership,1.6649999999999998,
남북경협,alternative,2025-04-27,8.996996905519254,10.928571428571429,28,0.0,leadership,3.0,
남북경협,alternative,2025-04-27,8.996996905519254,10.928571428571429,28,0.0,leadership,1.8175000000000001,
남북경협,alternative,2025-04-27,8.996996905519254,10.928571428571429,28,0.0,leadership,1.2116666666666667,
그래핀,alternative,2025-04-27,0.007032752300857144,12.0,13,0.0,leadership,3.0,
그래핀,alternative,2025-04-27,0.007032752300857144,12.0,13,0.0,leadership,1.6675,
그래핀,alternative,2025-04-27,0.007032752300857144,12.0,13,0.0,leadership,1.1116666666666668,
핵융합에너지,alternative,2025-04-27,3.0682937628621705,10.555555555555555,9,0.0,cohesion,2.3045844395745467,
육계,alternative,2025-04-27,3.305648484634513,12.0,9,0.0,cohesion,1.1596764976644598,
LED,alternative,2025-04-27,2.24427531513612,11.911111111111111,45,0.0,tier,1.1226026188034137,1.0
LED,alternative,2025-04-27,2.24427531513612,11.911111111111111,45,0.0,cohesion,3.0,
뉴로모픽 반도체,alternative,2025-04-27,9.16385313406685,11.285714285714286,7,0.0,cohesion,2.308678003430872,
미용기기,alternative,2025-04-27,7.490368791364372,11.473684210526315,19,0.0,cohesion,1.1375767511639043,
원자력발전,alternative,2025-04-27,9.936961763320303,10.719298245614034,57,0.0,cohesion,3.0,
화학섬유,alternative,2025-04-27,12.530182701853693,10.1,10,0.0,tier,1.2105386609796156,2.0
화학섬유,alternative,2025-04-27,12.530182701853693,10.1,10,0.0,cohesion,1.793484801540287,
CCTV＆DVR,alternative,2025-04-27,5.244583297716066,11.222222222222221,9,0.0,cohesion,1.7324808871816468,
자전거,alternative,2025-04-27,6.202696902538261,10.5,4,0.0,leadership,2.5,
자전거,alternative,2025-04-27,6.202696902538261,10.5,4,0.0,leadership,1.25,
자전거,alternative,2025-04-27,6.202696902538261,10.5,4,0.0,leadership,2.5,
자전거,alternative,2025-04-27,6.202696902538261,10.5,4,0.0,leadership,1.25,
여름,alternative,2025-05-04,1.90559583023975,12.0,30,0.0,tier,1.3265490530120887,2.0
반도체 장비,alternative,2025-05-04,9.122100046062002,11.577319587628866,97,0.0,leadership,2.75,
반도체 장비,alternative,2025-05-04,9.122100046062002,11.577319587628866,97,0.0,leadership,1.375,
플렉서블 디스플레이,alternative,2025-05-04,6.253500224654318,11.592592592592593,27,0.0,cohesion,2.665922671820607,
통신장비,alternative,2025-05-04,3.6481443342121707,11.083333333333334,48,0.0,cohesion,1.7091562925326453,
은행,alternative,2025-05-04,17.26441389446799,11.272727272727273,11,0.0,leadership,3.0,
은행,alternative,2025-05-04,17.26441389446799,11.272727272727273,11,0.0,leadership,1.6675,
은행,alternative,2025-05-04,17.26441389446799,11.272727272727273,11,0.0,leadership,1.1116666666666668,
제약업체,alternative,2025-05-04,9.826280932988949,11.073684210526316,95,100.0,tier,1.3903699329264778,1.0
제약업체,alternative,2025-05-04,9.826280932988949,11.073684210526316,95,100.0,cohesion,1.3049584159817762,
제약업체,alternative,2025-05-04,9.826280932988949,11.073684210526316,95,100.0,leadership,1.0050000000000001,
화장품,alternative,2025-05-04,4.430326999176286,10.98,100,0.0,cohesion,2.3715683776250915,
증권,alternative,2025-05-04,17.771125173603952,9.615384615384615,26,0.0,leadership,1.175,
시스템반도체,alternative,2025-05-04,4.486249631873166,11.316666666666666,60,0.0,cohesion,1.0963115921167808,
손해보험,alternative,2025-05-04,14.584008465840787,10.6,10,0.0,tier,1.649898712149792,2.0
손해보험,alternative,2025-05-04,14.584008465840787,10.6,10,0.0,cohesion,1.86044985401671,
풍력에너지,alternative,2025-05-04,12.017304901257459,9.30952380952381,42,0.0,leadership,3.0,
풍력에너지,alternative,2025-05-04,12.017304901257459,9.30952380952381,42,0.0,leadership,2.0524999999999998,
풍력에너지,alternative,2025-05-04,12.017304901257459,9.30952380952381,42,0.0,leadership,1.3683333333333332,
태양광에너지,alternative,2025-05-04,8.911768100080275,10.25,56,0.0,leadership,3.0,
태양광에너지,alternative,2025-05-04,8.911768100080275,10.25,56,0.0,leadership,1.6875,
태양광에너지,alternative,2025-05-04,8.911768100080275,10.25,56,0.0,leadership,1.125,
4차산업 수혜주,alternative,2025-05-04,9.026931303188988,11.130434782608695,46,0.0,leadership,2.0,
4차산업 수혜주,alternative,2025-05-04,9.026931303188988,11.130434782608695,46,0.0,leadership,1.0,
자율주행차,alternative,2025-05-04,4.844141351337839,11.049180327868852,61,0.0,leadership,2.31,
자율주행차,alternative,2025-05-04,4.844141351337839,11.049180327868852,61,0.0,leadership,1.155,
2차전지,alternative,2025-05-04,3.5647378365678266,11.822784810126583,158,0.0,leadership,3.0,
2차전지,alternative,2025-05-04,3.5647378365678266,11.822784810126583,158,0.0,leadership,1.605,
2차전지,alternative,2025-05-04,3.5647378365678266,11.822784810126583,158,0.0,leadership,1.07,
2차전지,alternative,2025-05-04,3.5647378365678266,11.822784810126583,158,0.0,leadership,3.0,
2차전지,alternative,2025-05-04,3.5647378365678266,11.822784810126583,158,0.0,leadership,1.605,
2차전지,alternative,2025-05-04,3.5647378365678266,11.822784810126583,158,0.0,leadership,1.07,
비철금속,alternative,2025-05-04,3.574459944531804,11.576923076923077,26,0.0,cohesion,1.0855007243149237,
건설 대표주,alternative,2025-05-04,10.309984575051715,10.222222222222221,9,0.0,cohesion,2.256650332932821,
건설 대표주,alternative,2025-05-04,10.309984575051715,10.222222222222221,9,0.0,leadership,1.6649999999999998,
폐배터리,alternative,2025-05-04,7.434814778826552,11.0,25,0.0,cohesion,2.827229964014956,
2차전지,alternative,2025-05-04,3.5647378365678266,11.822784810126583,158,0.0,leadership,3.0,
2차전지,alternative,2025-05-04,3.5647378365678266,11.822784810126583,158,0.0,leadership,1.605,
2차전지,alternative,2025-05-04,3.5647378365678266,11.822784810126583,158,0.0,leadership,1.07,
광고,alternative,2025-05-04,3.182419472215851,11.26923076923077,26,0.0,leadership,1.6649999999999998,
카지노,alternative,2025-05-04,10.456963734179325,11.0,6,0.0,leadership,1.6649999999999998,
정유,alternative,2025-05-04,12.902042515323487,11.0,4,0.0,cohesion,1.2975193416888127,
윤활유,alternative,2025-05-04,8.91797398290605,11.5,8,0.0,leadership,3.0,
윤활유,alternative,2025-05-04,8.91797398290605,11.5,8,0.0,leadership,1.6675,
윤활유,alternative,2025-05-04,8.91797398290605,11.5,8,0.0,leadership,1.1116666666666668,
자원개발,alternative,2025-05-04,6.998426093475554,11.6875,16,0.0,leadership,2.2199999999999998,
자원개발,alternative,2025-05-04,6.998426093475554,11.6875,16,0.0,leadership,1.1099999999999999,
종합상사,alternative,2025-05-04,10.116142586019969,11.0,13,0.0,cohesion,1.8089428842083963,
은행,alternative,2025-05-04,17.26441389446799,11.272727272727273,11,0.0,leadership,3.0,
은행,alternative,2025-05-04,17.26441389446799,11.272727272727273,11,0.0,leadership,1.6675,
은행,alternative,2025-05-04,17.26441389446799,11.272727272727273,11,0.0,leadership,1.1116666666666668,
2차전지,alternative,2025-05-04,3.5647378365678266,11.822784810126583,158,0.0,cohesion,3.0,
2차전지,alternative,2025-05-04,3.5647378365678266,11.822784810126583,158,0.0,leadership,3.0,
2차전지,alternative,2025-05-04,3.5647378365678266,11.822784810126583,158,0.0,leadership,1.605,
2차전지,alternative,2025-05-04,3.5647378365678266,11.822784810126583,158,0.0,leadership,1.07,
유리 기판,alternative,2025-05-04,2.633116345167789,11.761904761904763,21,0.0,cohesion,3.0,
유리 기판,alternative,2025-05-04,2.633116345167789,11.761904761904763,21,0.0,leadership,2.855,
유리 기판,alternative,2025-05-04,2.633116345167789,11.761904761904763,21,0.0,leadership,1.4275,
GTX(수도권 광역급행철도),alternative,2025-05-04,4.532441991187192,10.931034482758621,29,0.0,leadership,3.0,
